Unnamed: 0,DataSet,Subject,Condition,TrialNum,Inducer,Concurrent,Comparison,ResponseSimulated
13830,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,38,Affect PD,Color RG,Affect PD-Color RG,0
13831,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,39,Amp,Affect PD,Affect PD-Amp,0
13832,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,40,Affect SC,Speed,Affect SC-Speed,1
13833,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,41,Size,Amp,Amp-Size,1
13834,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,42,Brightness,Affect PD,Affect PD-Brightness,1
13835,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,43,Shape,Affect EB,Affect EB-Shape,1
13836,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,44,Affect SC,Brightness,Affect SC-Brightness,1
13837,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,45,Shape,Affect HS,Affect HS-Shape,1
13838,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,46,Affect PD,Pitch,Affect PD-Pitch,1
13839,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,47,Affect PD,Shape,Affect PD-Shape,1
13840,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,48,Affect PD,Noise,Affect PD-Noise,0
13841,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,49,Brightness,Speed,Brightness-Speed,1
13842,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,50,Size,Affect HS,Affect HS-Size,0
13843,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,51,Brightness,Color RG,Brightness-Color RG,0
13844,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,52,Amp,Noise,Amp-Noise,1
13845,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,53,Shape,Amp,Amp-Shape,1
13846,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,54,Brightness,Noise,Brightness-Noise,1
13847,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,55,Amp,Speed,Amp-Speed,1
13848,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,56,Affect SC,Size,Affect SC-Size,0
13849,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,57,Brightness,Pitch,Brightness-Pitch,1
13850,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,58,Affect PD,Amp,Affect PD-Amp,0
13851,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,59,Color RG,Affect HS,Affect HS-Color RG,0
13852,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,60,Affect PD,Amp,Affect PD-Amp,0
13853,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,61,Color RG,Affect EB,Affect EB-Color RG,0
13854,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,62,Shape,Amp,Amp-Shape,1
13855,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,63,Brightness,Shape,Brightness-Shape,1
13856,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,64,Noise,Brightness,Brightness-Noise,1
13857,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,65,Shape,Brightness,Brightness-Shape,1
13858,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,66,Brightness,Shape,Brightness-Shape,1
13859,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,67,Affect PD,Size,Affect PD-Size,0
13860,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,68,Amp,Size,Amp-Size,1
13861,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,69,Size,Brightness,Brightness-Size,0
13862,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,70,Amp,Affect HS,Affect HS-Amp,1
13863,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,71,Noise,Affect EB,Affect EB-Noise,1
13864,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,72,Amp,Pitch,Amp-Pitch,0
13865,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,73,Brightness,Affect HS,Affect HS-Brightness,1
13866,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,74,Pitch,Amp,Amp-Pitch,0
13867,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,75,Affect PD,Brightness,Affect PD-Brightness,1
13868,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,76,Pitch,Affect EB,Affect EB-Pitch,1
13869,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,77,Pitch,Brightness,Brightness-Pitch,1
13870,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,78,Amp,Pitch,Amp-Pitch,0
13871,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,79,Affect SC,Amp,Affect SC-Amp,1
13872,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,80,Amp,Affect PD,Affect PD-Amp,0
13873,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,81,Amp,Brightness,Amp-Brightness,1
13874,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,82,Affect SC,Shape,Affect SC-Shape,1
13875,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,83,Amp,Speed,Amp-Speed,1
13876,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,84,Affect PD,Speed,Affect PD-Speed,1
13877,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,85,Amp,Shape,Amp-Shape,1
13878,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,86,Speed,Amp,Amp-Speed,1
13879,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,87,Pitch,Affect HS,Affect HS-Pitch,1
13880,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,88,Shape,Brightness,Brightness-Shape,1
13881,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,89,Brightness,Amp,Amp-Brightness,1
13882,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,90,Size,Affect EB,Affect EB-Size,0
13883,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,91,Brightness,Size,Brightness-Size,0
13884,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,92,Color RG,Amp,Amp-Color RG,1
13885,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,93,Color RG,Amp,Amp-Color RG,1
13886,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,94,Amp,Noise,Amp-Noise,1
13887,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,95,Brightness,Amp,Amp-Brightness,1
13888,Simulated,Brightness-Amp-Affect-2,Brightness Amp Affect,96,Brightness,Noise,Brightness-Noise,1
13889,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,1,Affect SC,Color RY,Affect SC-Color RY,1
13890,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,2,Affect EB,Size,Affect EB-Size,0
13891,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,3,Affect PD,Brightness,Affect PD-Brightness,1
13892,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,4,Amp,Pitch,Amp-Pitch,0
13893,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,5,Noise,Affect HS,Affect HS-Noise,0
13894,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,6,Affect PD,Amp,Affect PD-Amp,0
13895,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,7,Shape,Amp,Amp-Shape,1
13896,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,8,Brightness,Pitch,Brightness-Pitch,1
13897,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,9,Amp,Affect PD,Affect PD-Amp,0
13898,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,10,Size,Affect HS,Affect HS-Size,0
13899,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,11,Amp,Pitch,Amp-Pitch,0
13900,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,12,Brightness,Shape,Brightness-Shape,1
13901,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,13,Brightness,Amp,Amp-Brightness,1
13902,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,14,Pitch,Affect PD,Affect PD-Pitch,1
13903,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,15,Brightness,Speed,Brightness-Speed,1
13904,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,16,Noise,Amp,Amp-Noise,1
13905,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,17,Amp,Size,Amp-Size,1
13906,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,18,Affect EB,Shape,Affect EB-Shape,1
13907,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,19,Affect PD,Amp,Affect PD-Amp,0
13908,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,20,Color RY,Brightness,Brightness-Color RY,0
13909,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,21,Amp,Shape,Amp-Shape,1
13910,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,22,Shape,Affect HS,Affect HS-Shape,1
13911,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,23,Speed,Affect HS,Affect HS-Speed,1
13912,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,24,Noise,Brightness,Brightness-Noise,1
13913,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,25,Amp,Brightness,Amp-Brightness,1
13914,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,26,Brightness,Noise,Brightness-Noise,1
13915,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,27,Affect EB,Brightness,Affect EB-Brightness,1
13916,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,28,Size,Brightness,Brightness-Size,0
13917,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,29,Pitch,Affect HS,Affect HS-Pitch,1
13918,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,30,Amp,Affect HS,Affect HS-Amp,1
13919,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,31,Pitch,Amp,Amp-Pitch,0
13920,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,32,Shape,Affect PD,Affect PD-Shape,1
13921,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,33,Brightness,Affect PD,Affect PD-Brightness,1
13922,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,34,Affect SC,Brightness,Affect SC-Brightness,1
13923,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,35,Size,Amp,Amp-Size,1
13924,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,36,Speed,Brightness,Brightness-Speed,1
13925,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,37,Amp,Affect PD,Affect PD-Amp,0
13926,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,38,Affect SC,Pitch,Affect SC-Pitch,1
13927,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,39,Color RY,Affect PD,Affect PD-Color RY,0
13928,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,40,Brightness,Affect PD,Affect PD-Brightness,1
13929,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,41,Affect EB,Amp,Affect EB-Amp,1
13930,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,42,Speed,Affect PD,Affect PD-Speed,1
13931,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,43,Size,Brightness,Brightness-Size,0
13932,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,44,Size,Affect PD,Affect PD-Size,0
13933,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,45,Amp,Affect PD,Affect PD-Amp,0
13934,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,46,Noise,Affect PD,Affect PD-Noise,0
13935,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,47,Pitch,Brightness,Brightness-Pitch,1
13936,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,48,Affect SC,Amp,Affect SC-Amp,1
13937,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,49,Speed,Amp,Amp-Speed,1
13938,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,50,Brightness,Color RY,Brightness-Color RY,0
13939,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,51,Color RY,Amp,Amp-Color RY,1
13940,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,52,Amp,Noise,Amp-Noise,1
13941,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,53,Speed,Amp,Amp-Speed,1
13942,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,54,Amp,Speed,Amp-Speed,1
13943,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,55,Amp,Brightness,Amp-Brightness,1
13944,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,56,Brightness,Amp,Amp-Brightness,1
13945,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,57,Brightness,Affect HS,Affect HS-Brightness,1
13946,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,58,Brightness,Speed,Brightness-Speed,1
13947,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,59,Brightness,Amp,Amp-Brightness,1
13948,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,60,Affect PD,Brightness,Affect PD-Brightness,1
13949,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,61,Affect SC,Shape,Affect SC-Shape,1
13950,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,62,Amp,Brightness,Amp-Brightness,1
13951,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,63,Brightness,Amp,Amp-Brightness,1
13952,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,64,Brightness,Shape,Brightness-Shape,1
13953,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,65,Affect SC,Size,Affect SC-Size,0
13954,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,66,Amp,Color RY,Amp-Color RY,1
13955,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,67,Brightness,Size,Brightness-Size,0
13956,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,68,Pitch,Brightness,Brightness-Pitch,1
13957,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,69,Affect EB,Noise,Affect EB-Noise,1
13958,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,70,Affect SC,Speed,Affect SC-Speed,1
13959,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,71,Brightness,Color RY,Brightness-Color RY,0
13960,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,72,Pitch,Amp,Amp-Pitch,0
13961,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,73,Brightness,Pitch,Brightness-Pitch,1
13962,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,74,Shape,Brightness,Brightness-Shape,1
13963,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,75,Color RY,Affect HS,Affect HS-Color RY,0
13964,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,76,Amp,Speed,Amp-Speed,1
13965,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,77,Brightness,Size,Brightness-Size,0
13966,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,78,Amp,Color RY,Amp-Color RY,1
13967,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,79,Brightness,Noise,Brightness-Noise,1
13968,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,80,Color RY,Brightness,Brightness-Color RY,0
13969,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,81,Shape,Brightness,Brightness-Shape,1
13970,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,82,Affect EB,Speed,Affect EB-Speed,1
13971,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,83,Affect EB,Pitch,Affect EB-Pitch,1
13972,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,84,Affect EB,Color RY,Affect EB-Color RY,1
13973,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,85,Color RY,Amp,Amp-Color RY,1
13974,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,86,Shape,Amp,Amp-Shape,1
13975,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,87,Amp,Brightness,Amp-Brightness,1
13976,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,88,Amp,Shape,Amp-Shape,1
13977,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,89,Noise,Amp,Amp-Noise,1
13978,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,90,Brightness,Affect PD,Affect PD-Brightness,1
13979,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,91,Size,Amp,Amp-Size,1
13980,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,92,Affect SC,Noise,Affect SC-Noise,1
13981,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,93,Noise,Brightness,Brightness-Noise,1
13982,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,94,Amp,Noise,Amp-Noise,1
13983,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,95,Speed,Brightness,Brightness-Speed,1
13984,Simulated,Brightness-Amp-Affect-20,Brightness Amp Affect,96,Amp,Size,Amp-Size,1
13985,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,1,Speed,Amp,Amp-Speed,1
13986,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,2,Color RY,Affect EB,Affect EB-Color RY,1
13987,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,3,Color RY,Brightness,Brightness-Color RY,0
13988,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,4,Brightness,Shape,Brightness-Shape,1
13989,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,5,Affect SC,Speed,Affect SC-Speed,1
13990,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,6,Affect HS,Brightness,Affect HS-Brightness,1
13991,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,7,Brightness,Speed,Brightness-Speed,1
13992,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,8,Brightness,Pitch,Brightness-Pitch,1
13993,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,9,Noise,Affect EB,Affect EB-Noise,1
13994,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,10,Amp,Color RY,Amp-Color RY,1
13995,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,11,Noise,Brightness,Brightness-Noise,1
13996,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,12,Amp,Speed,Amp-Speed,1
13997,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,13,Brightness,Amp,Amp-Brightness,1
13998,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,14,Affect PD,Speed,Affect PD-Speed,1
13999,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,15,Brightness,Speed,Brightness-Speed,1
14000,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,16,Amp,Affect HS,Affect HS-Amp,1
14001,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,17,Shape,Amp,Amp-Shape,1
14002,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,18,Amp,Brightness,Amp-Brightness,1
14003,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,19,Affect SC,Size,Affect SC-Size,0
14004,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,20,Shape,Brightness,Brightness-Shape,1
14005,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,21,Size,Brightness,Brightness-Size,0
14006,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,22,Amp,Affect HS,Affect HS-Amp,1
14007,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,23,Amp,Affect EB,Affect EB-Amp,1
14008,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,24,Shape,Brightness,Brightness-Shape,1
14009,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,25,Brightness,Affect HS,Affect HS-Brightness,1
14010,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,26,Affect HS,Amp,Affect HS-Amp,1
14011,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,27,Shape,Amp,Amp-Shape,1
14012,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,28,Affect PD,Shape,Affect PD-Shape,1
14013,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,29,Pitch,Brightness,Brightness-Pitch,1
14014,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,30,Pitch,Brightness,Brightness-Pitch,1
14015,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,31,Amp,Size,Amp-Size,1
14016,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,32,Noise,Amp,Amp-Noise,1
14017,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,33,Speed,Amp,Amp-Speed,1
14018,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,34,Color RY,Brightness,Brightness-Color RY,0
14019,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,35,Brightness,Shape,Brightness-Shape,1
14020,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,36,Brightness,Size,Brightness-Size,0
14021,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,37,Brightness,Color RY,Brightness-Color RY,0
14022,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,38,Amp,Pitch,Amp-Pitch,0
14023,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,39,Brightness,Noise,Brightness-Noise,1
14024,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,40,Speed,Affect EB,Affect EB-Speed,1
14025,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,41,Color RY,Amp,Amp-Color RY,1
14026,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,42,Affect PD,Color RY,Affect PD-Color RY,0
14027,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,43,Brightness,Size,Brightness-Size,0
14028,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,44,Speed,Affect HS,Affect HS-Speed,1
14029,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,45,Brightness,Noise,Brightness-Noise,1
14030,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,46,Amp,Size,Amp-Size,1
14031,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,47,Affect SC,Color RY,Affect SC-Color RY,1
14032,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,48,Pitch,Affect HS,Affect HS-Pitch,1
14033,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,49,Noise,Amp,Amp-Noise,1
14034,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,50,Amp,Speed,Amp-Speed,1
14035,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,51,Color RY,Amp,Amp-Color RY,1
14036,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,52,Affect SC,Brightness,Affect SC-Brightness,1
14037,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,53,Affect PD,Pitch,Affect PD-Pitch,1
14038,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,54,Brightness,Affect EB,Affect EB-Brightness,1
14039,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,55,Amp,Shape,Amp-Shape,1
14040,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,56,Brightness,Affect HS,Affect HS-Brightness,1
14041,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,57,Affect HS,Amp,Affect HS-Amp,1
14042,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,58,Amp,Noise,Amp-Noise,1
14043,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,59,Affect PD,Amp,Affect PD-Amp,0
14044,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,60,Amp,Brightness,Amp-Brightness,1
14045,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,61,Shape,Affect EB,Affect EB-Shape,1
14046,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,62,Amp,Shape,Amp-Shape,1
14047,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,63,Amp,Pitch,Amp-Pitch,0
14048,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,64,Affect SC,Amp,Affect SC-Amp,1
14049,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,65,Speed,Brightness,Brightness-Speed,1
14050,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,66,Noise,Affect HS,Affect HS-Noise,0
14051,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,67,Brightness,Pitch,Brightness-Pitch,1
14052,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,68,Pitch,Amp,Amp-Pitch,0
14053,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,69,Amp,Noise,Amp-Noise,1
14054,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,70,Size,Affect HS,Affect HS-Size,0
14055,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,71,Amp,Affect HS,Affect HS-Amp,1
14056,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,72,Noise,Brightness,Brightness-Noise,1
14057,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,73,Size,Amp,Amp-Size,1
14058,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,74,Affect HS,Brightness,Affect HS-Brightness,1
14059,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,75,Size,Brightness,Brightness-Size,0
14060,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,76,Size,Amp,Amp-Size,1
14061,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,77,Affect SC,Noise,Affect SC-Noise,1
14062,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,78,Brightness,Amp,Amp-Brightness,1
14063,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,79,Shape,Affect HS,Affect HS-Shape,1
14064,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,80,Speed,Brightness,Brightness-Speed,1
14065,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,81,Brightness,Color RY,Brightness-Color RY,0
14066,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,82,Pitch,Amp,Amp-Pitch,0
14067,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,83,Affect PD,Noise,Affect PD-Noise,0
14068,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,84,Affect SC,Pitch,Affect SC-Pitch,1
14069,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,85,Brightness,Amp,Amp-Brightness,1
14070,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,86,Brightness,Amp,Amp-Brightness,1
14071,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,87,Affect PD,Brightness,Affect PD-Brightness,1
14072,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,88,Pitch,Affect EB,Affect EB-Pitch,1
14073,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,89,Affect PD,Size,Affect PD-Size,0
14074,Simulated,Brightness-Amp-Affect-21,Brightness Amp Affect,90,Size,Affect EB,Affect EB-Size,0
